brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years
Mercedes,EQC,2024,Premium,167460.91,69.9,243,76.8,5.18,175,1000,943,RWD,7,Hatchback,39.8,1500,4,1,Germany,Luxury,50533,3.71,5
BMW,i7,2024,Base,58695,50,177,105.7,6.25,155,314,298,AWD,5,Coupe,21,1677,4,2,Germany,Mid-range,59887,3.39,6
Mercedes,EQS,2024,Performance,183949.91,87,328,226.2,3.1,200,1000,941,AWD,5,Coupe,15.9,1676,5,2,Germany,Luxury,78765,4.06,6
BYD,Max,2025,Long Range,26705.48,85.3,273,118.5,5.64,169,280,247,AWD,7,Truck,51.9,2625,4,1,China,Budget,188547,3.41,3
BYD,Dolphin,2025,Performance,98821.6,98.4,363,218.3,3.74,189,1000,930,AWD,7,Hatchback,21.5,1500,4,1,China,Premium,172137,3.93,4
Porsche,Macan Electric,2025,Standard,186969.89,80.5,291,313.1,7.79,132,1000,936,AWD,5,Hatchback,18.4,1894,5,1,Germany,Luxury,29154,4.28,8
Tesla,Model Y,2024,Premium,91805.32,52.7,197,346.1,6.04,156,668,649,RWD,7,Hatchback,23.6,1500,4,2,US,Premium,462587,3.48,5
Rivian,R3,2026,Performance,113739.43,106.9,358,185.6,3.03,200,1000,935,AWD,5,Coupe,36.5,1500,4,1,US,Luxury,22439,3.75,6
Tesla,Cybertruck,2025,Standard,98006.33,50.5,177,336,7.58,138,719,587,FWD,7,Truck,67.6,2276,4,3,US,Premium,113383,3.75,4
Kia,EV9,2024,Standard,67166.43,71.5,240,70.8,7.01,135,723,642,AWD,5,SUV,61.2,1821,4,2,South Korea,Premium,69022,3.56,5
Rivian,R1S,2024,Base,73774.27,67.4,263,131.8,6.54,148,325,272,AWD,7,Truck,70.8,2508,5,1,US,Premium,22100,3.49,4
Tesla,Model Y,2024,Long Range,98420.53,75.3,267,260,5.57,165,739,720,RWD,5,Hatchback,30.6,1628,5,3,US,Premium,459091,3.73,6
GM/Chevrolet,Silverado EV,2024,Standard,42545.39,40,150,115.3,5.39,171,460,408,FWD,7,Sedan,21,1830,3,1,US,Mid-range,11545,3.42,4
Rivian,R1S,2024,Standard,86119.94,52.4,172,92.5,5.38,170,1000,929,AWD,7,Van,69,1514,4,1,US,Premium,1755,3.19,4
Fisker,Ronin,2024,Performance,77587.25,78.3,296,183.2,3.66,198,605,533,AWD,7,Sedan,34.4,1691,4,1,US,Premium,24352,3.46,5
Mercedes,EQS,2026,Premium,108752.82,76.2,250,137,6.68,144,577,547,AWD,5,SUV,49,1922,4,2,Germany,Luxury,65854,3.7,6
Mercedes,GLE EV,2022,Base,94570.88,72.7,257,91.1,5.86,162,421,339,AWD,7,Truck,78.9,2664,5,2,Germany,Premium,59270,3.75,5
BYD,Dolphin,2025,Base,52113.75,54.9,221,140.9,6.37,148,558,507,AWD,5,Coupe,19.8,1539,4,2,China,Mid-range,186712,3.38,5
Mercedes,EQC,2025,Premium,91108.2,66.3,223,90.2,6.24,157,447,344,AWD,5,Van,71.3,1793,5,1,Germany,Premium,58124,3.6,6
Tesla,Cybertruck,2024,Premium,49738.35,47,150,329.8,5.85,165,378,292,RWD,7,Truck,57.9,2606,5,3,US,Mid-range,179970,3.63,5
Kia,EV9,2023,Standard,33510.99,40.1,152,144.8,7.1,135,241,214,AWD,7,SUV,37.1,2106,4,2,South Korea,Budget,137108,3.43,4
Tesla,Model 3,2025,Premium,137916.62,66,216,328.7,6.4,158,1000,906,RWD,7,SUV,40.2,2111,5,2,US,Luxury,132643,3.73,5
Tesla,Model 3,2024,Long Range,148635.93,103.2,360,322.9,5.61,165,1000,910,AWD,7,Van,74.3,1690,3,2,US,Luxury,108335,3.96,4
GM/Chevrolet,Bolt EUV,2025,Performance,62330.93,108,376,168.5,2.88,200,803,695,AWD,7,Truck,75.2,2393,4,1,US,Mid-range,27154,3.92,5
GM/Chevrolet,Bolt EUV,2025,Performance,81159.74,104.4,379,234.3,2.85,200,1000,927,RWD,7,Truck,66.2,2789,4,2,US,Premium,28393,3.84,3
Tesla,Model 3,2025,Base,80586.23,77.9,274,227.2,6.92,149,580,502,RWD,5,Van,73.9,1645,5,3,US,Premium,243472,3.8,4
Kia,Niro EV,2021,Performance,51783.96,99.9,345,221,3.85,197,525,467,FWD,5,SUV,51.6,2137,5,1,South Korea,Mid-range,94100,3.93,4
Ford,E-Transit,2025,Base,47442.7,70.8,237,126.8,6.31,153,445,381,RWD,7,Van,69.6,1750,4,1,US,Mid-range,71700,3.47,3
BMW,i3,2021,Long Range,102095.14,106.5,364,123.3,5,178,843,810,AWD,5,Coupe,23.3,1503,4,1,Germany,Luxury,29444,3.44,5
Audi,e-tron,2026,Performance,104966.05,96.6,360,208.5,2.86,200,776,692,AWD,5,Sedan,23.6,1596,4,2,Germany,Luxury,20618,3.66,6
Kia,Niro EV,2024,Long Range,40789.37,85.6,279,96.7,5.67,165,332,276,FWD,5,Coupe,33.5,1580,5,1,South Korea,Mid-range,63756,3.57,4
BYD,Leaf 50X,2025,Standard,32451.41,72.9,268,118.3,6.57,148,348,323,FWD,7,Coupe,25.9,1889,4,2,China,Budget,104392,3.51,4
Tesla,Model 3,2022,Standard,112086.56,61.2,215,347.4,6.6,152,806,684,RWD,5,Sedan,22.9,1775,5,3,US,Luxury,140793,3.65,5
Mercedes,EQG,2022,Base,64416.89,70,262,64,7.35,142,213,227,FWD,7,SUV,54,2149,5,1,Germany,Mid-range,31870,3.9,6
Tesla,Model 3,2025,Base,108727.13,41.1,150,345.3,7.92,131,743,715,FWD,7,Truck,78.8,2525,3,2,US,Luxury,118818,3.3,6
Audi,e-tron,2021,Performance,119078.45,118.6,396,174.1,2.76,200,963,899,RWD,5,Coupe,22.5,1617,5,1,Germany,Luxury,62009,3.84,8
Hyundai,Ioniq 5,2025,Base,34994.42,79.1,269,104.4,6.86,142,258,270,FWD,7,Hatchback,32.2,1500,3,1,South Korea,Budget,123225,3.52,4
Ford,Mustang Mach-E,2025,Long Range,70076.78,107.7,396,104.3,4.52,185,815,725,AWD,5,Truck,76.6,2211,3,1,US,Premium,52702,3.92,4
Xiaomi,SU7,2024,Long Range,95394.53,76.4,243,119.6,4.7,168,1000,931,FWD,5,SUV,39.9,2215,5,2,China,Premium,8671,3.55,3
BYD,Seagull,2024,Base,16613.01,55.9,237,83.2,5.73,169,202,200,AWD,5,Sedan,18.4,1578,3,2,China,Budget,205452,3.37,5
Hyundai,Ioniq 6,2026,Premium,43930.22,71.2,285,137.9,7.22,141,431,387,AWD,5,SUV,65.3,1932,4,1,South Korea,Mid-range,60140,3.56,4
BMW,i5,2025,Base,68260.21,52.1,191,137.1,5.51,171,397,320,RWD,5,SUV,36.3,1984,4,2,Germany,Premium,78488,3.02,7
Audi,e-tron GT,2024,Base,86243.23,60.4,208,117.9,5.68,169,543,447,FWD,5,Sedan,36.5,1500,4,1,Germany,Premium,24433,3.51,6
Volkswagen,ID.4,2024,Long Range,67671.59,106.9,369,103.8,5.4,166,714,648,RWD,5,SUV,39.1,1988,4,1,Germany,Premium,268234,3.88,4
Volkswagen,ID.5,2022,Performance,46348.56,90,333,203.6,3.69,188,334,294,RWD,5,SUV,62.6,1513,4,1,Germany,Mid-range,219975,3.79,4
GM/Chevrolet,Silverado EV,2023,Premium,41711.2,58.9,204,84.3,7.56,135,378,346,AWD,5,Hatchback,38.8,1502,4,2,US,Mid-range,776,3.17,4
BYD,Atto 3,2024,Long Range,71451.87,76.8,260,148.9,5.84,166,788,761,RWD,5,Van,77.1,1540,5,2,China,Premium,111875,3.51,4
Tesla,Cybertruck,2022,Long Range,109130.05,91.6,339,207.9,5.51,160,720,650,FWD,7,Truck,78,2513,5,3,US,Luxury,161385,4.17,4
BYD,Dolphin,2025,Performance,30282.11,100,331,243.7,2.59,200,289,286,RWD,7,Van,77.2,1897,5,2,China,Budget,180781,4.04,5
BYD,Dolphin,2021,Performance,43985.87,97.2,348,222.4,3.07,200,466,418,RWD,5,Coupe,24.5,1505,4,1,China,Mid-range,213365,3.76,4
Tesla,Model Y,2024,Long Range,114549.61,101,338,259.5,4.38,178,800,756,FWD,5,Coupe,34.3,1663,5,2,US,Luxury,473485,4.07,4
Tesla,Model Y,2025,Performance,63323.17,90.5,314,256.5,3.58,195,420,356,RWD,7,Coupe,32.2,1634,5,3,US,Mid-range,404935,3.92,5
Porsche,Taycan,2024,Premium,143428.05,66.1,213,221.1,6.87,148,640,521,AWD,7,Coupe,37.2,1500,4,2,Germany,Luxury,6555,3.83,7
Volkswagen,ID. Aero,2023,Premium,60337.62,44.2,158,70.6,5.68,175,580,557,RWD,7,Hatchback,32,1500,5,1,Germany,Mid-range,201954,3.3,3
BMW,i5,2022,Performance,74178.54,74,257,154.2,3.99,187,386,326,RWD,7,Coupe,31.7,1714,5,2,Germany,Premium,60959,3.29,5
BYD,Atto 3,2025,Long Range,51946.07,98.3,331,87.9,4.35,185,593,555,AWD,7,Sedan,31.7,1785,5,1,China,Mid-range,247778,3.61,3
Ford,E-Transit,2025,Standard,44718.1,71.7,258,59.7,6.72,157,382,355,FWD,7,Hatchback,27.8,1523,5,1,US,Mid-range,41551,3.51,3
Tesla,Model X,2024,Premium,57311.05,46.2,178,230.2,6.59,148,371,358,RWD,7,Hatchback,37.6,1576,5,2,US,Mid-range,103833,3.5,5
Volkswagen,ID. Aero,2025,Premium,112803.13,81.2,297,50.1,6.05,158,1000,906,AWD,7,Truck,79.8,2658,4,1,Germany,Luxury,225327,3.76,3
Audi,e-tron GT,2025,Long Range,126392.96,109.8,384,98.7,5.26,176,1000,873,FWD,7,Sedan,22.8,1500,4,2,Germany,Luxury,38380,4.02,8
Hyundai,Ioniq,2025,Performance,56648.45,77.2,256,156,3.07,200,651,571,AWD,7,Truck,51.4,2444,4,1,South Korea,Mid-range,120189,3.68,3
Kia,EV9,2026,Long Range,68589.74,83.3,269,85.1,4.04,185,777,693,FWD,5,SUV,66,1880,5,1,South Korea,Premium,136116,3.29,3
Tesla,Model Y,2025,Premium,126346.84,62.5,253,303.5,6.96,147,888,808,AWD,5,SUV,40,1955,4,2,US,Luxury,433007,3.92,5
NIO,EL8,2021,Long Range,55221.99,108.2,383,59.8,4.19,187,328,316,AWD,7,Coupe,30,1742,4,1,China,Mid-range,7302,3.7,3
BMW,i3,2024,Premium,79371.52,75.6,287,120.4,5.58,165,455,425,AWD,5,Hatchback,26.8,1500,5,1,Germany,Premium,73538,3.37,6
Tesla,Model S,2026,Base,58826.88,44.1,150,256,7.68,133,396,316,FWD,7,Sedan,36.5,1518,4,2,US,Mid-range,198300,3.51,5
BYD,Atto 3,2024,Premium,65610.45,55.7,208,128.3,7.45,130,719,646,RWD,5,Sedan,17.4,1707,4,1,China,Premium,108967,3.37,5
Tesla,Cybertruck,2024,Long Range,71380.4,86.4,314,201.5,4.79,179,495,479,RWD,7,Truck,56.2,2926,5,3,US,Premium,213989,3.69,4
Tesla,Model S,2020,Performance,164703.81,113.2,397,200.6,4.08,187,1000,877,RWD,7,Sedan,21.9,1900,5,2,US,Luxury,159470,4.11,4
Audi,e-tron GT,2024,Performance,121871.7,86.2,305,248,2.63,200,1000,889,AWD,5,Van,71.6,1664,5,2,Germany,Luxury,31338,3.61,7
Volvo,XC90 Recharge,2022,Performance,74428.14,86.1,316,151.1,3.78,191,584,519,RWD,5,Truck,74.1,2794,5,2,Sweden,Premium,3031,3.51,3
Tesla,Model 3,2026,Performance,112274.6,73.6,242,325.8,4.02,190,781,662,AWD,7,Hatchback,18.3,1825,4,2,US,Luxury,193133,3.85,5
Volkswagen,ID. Buzz,2025,Long Range,97039.06,100.7,357,140.3,4.11,191,1000,891,FWD,5,Coupe,21.4,1712,4,1,Germany,Premium,224398,3.79,3
GM/Chevrolet,Silverado EV,2021,Premium,53395.89,42.6,150,144.9,6.26,163,624,587,AWD,5,Sedan,32,1519,4,1,US,Mid-range,1550,3.22,4
Tesla,Model 3,2025,Long Range,31639.64,77.2,287,221.7,5.11,172,168,200,FWD,7,Coupe,37.3,1602,5,2,US,Budget,146342,4,4
Ford,F-150 Lightning,2023,Performance,69526.3,114.5,415,202.7,2.68,200,822,735,AWD,2,Truck,57.7,2445,5,2,US,Premium,23821,3.84,3
BYD,Atto 3,2025,Performance,81358.02,82.4,282,193.2,3.65,195,889,778,AWD,5,Sedan,22.8,1500,4,1,China,Premium,108251,3.65,4
BYD,Qin,2026,Base,45158.26,84,315,53,7.08,140,469,441,AWD,5,SUV,49.5,1873,5,1,China,Mid-range,119766,3.6,4
Hyundai,Ioniq,2023,Standard,73470.2,61.6,217,144.3,6.2,167,902,779,RWD,5,Truck,66.3,2647,5,1,South Korea,Premium,142666,3.15,4
Kia,EV9,2022,Long Range,73675.86,96,333,92.8,4.48,183,868,792,AWD,5,SUV,43.9,1945,5,2,South Korea,Premium,89937,3.58,3
Tesla,Model S,2023,Performance,105706.18,114.7,391,331.8,2.63,200,742,663,RWD,5,Coupe,37.9,1802,3,2,US,Luxury,247669,4.2,5
Audi,e-tron,2024,Long Range,123736.19,81.7,310,113.3,5.2,174,965,897,FWD,5,Coupe,33.7,1758,5,1,Germany,Luxury,45413,3.78,6
Tesla,Model S,2023,Standard,95125.11,45.3,150,285.9,7.3,135,730,670,AWD,7,Hatchback,36.4,1713,3,3,US,Premium,116755,3.27,5
Audi,e-tron GT,2023,Long Range,64643.29,83.8,293,113,5.39,173,269,202,FWD,5,SUV,53,2231,5,2,Germany,Mid-range,67458,3.6,5
Mercedes,EQE,2025,Premium,112650.99,53.9,165,122.5,6.48,148,587,561,RWD,7,SUV,69.6,2158,4,2,Germany,Luxury,79068,3.36,6
BMW,i4,2022,Standard,99869.64,50.6,193,90.9,7.8,135,812,735,AWD,5,Coupe,37.7,1807,4,2,Germany,Premium,76842,3.62,5
Tesla,Model S,2025,Standard,58831.27,45,150,213,7.32,147,431,362,FWD,5,Sedan,17.7,1837,5,2,US,Mid-range,150860,3.42,5
Volkswagen,ID.3,2025,Long Range,70858.1,90.5,274,104.1,5.78,163,786,732,FWD,7,Truck,78.9,2795,5,2,Germany,Premium,251846,3.59,4
GM/Chevrolet,Silverado EV,2023,Premium,73891.2,45,150,95.2,7.9,134,1000,883,AWD,5,SUV,65.5,1762,5,1,US,Premium,7223,3.41,4
Hyundai,Ioniq,2025,Standard,65291.37,83.7,283,74.5,6.79,150,754,610,RWD,5,Van,68.8,1742,5,2,South Korea,Premium,99183,3.55,3
Tesla,Model Y,2024,Premium,137035.03,58.5,224,212.5,6.59,151,984,852,RWD,5,Hatchback,30.3,1769,4,3,US,Luxury,429314,3.65,4
BYD,Yuan Plus,2023,Base,36015.66,52.4,178,74.6,6.02,160,377,393,RWD,5,SUV,36.2,2000,5,2,China,Mid-range,143487,3.37,4
BMW,i4,2024,Standard,96459.23,81,288,96.7,7.78,121,788,724,AWD,7,Truck,50.7,2534,4,2,Germany,Premium,64056,3.51,5
Tesla,Cybertruck,2025,Base,64862.04,68.1,237,321.3,7.35,145,455,329,RWD,5,Truck,76.7,2349,5,2,US,Mid-range,237113,3.85,5
Mercedes,EQS,2025,Standard,131964.76,47,157,136.5,5.89,160,817,752,RWD,5,Coupe,26.2,1776,4,1,Germany,Luxury,62952,3.64,6
Hyundai,Kona Electric,2024,Premium,97251.62,60.7,196,79.8,6.87,148,1000,936,AWD,5,SUV,69.3,2108,5,1,South Korea,Premium,59030,3.11,4
Hyundai,i30,2024,Long Range,63320.42,102.7,353,56,5.85,160,723,634,FWD,7,Sedan,33,1930,5,1,South Korea,Mid-range,132537,3.75,3
Mercedes,EQE,2021,Standard,115665.62,57.4,162,116.6,5.16,169,608,588,RWD,7,Hatchback,39.8,1500,4,1,Germany,Luxury,25083,3.26,7
BYD,Dolphin,2022,Standard,30805.35,40,150,107.8,7.18,141,377,392,RWD,7,Truck,68.1,2193,5,1,China,Budget,133529,3.4,3
BMW,i4,2026,Premium,103491.15,48.4,152,97,7.03,147,887,802,AWD,5,Sedan,35.2,1837,5,2,Germany,Luxury,42817,3.39,7
Kia,Niro EV,2026,Long Range,67363.85,101,376,95.1,5.97,160,740,658,FWD,5,SUV,53.4,2072,3,1,South Korea,Premium,128059,3.95,4
Audi,Q4 e-tron,2025,Standard,55204.45,65.4,223,116.2,5.47,164,243,200,FWD,5,Hatchback,31.1,1500,4,1,Germany,Mid-range,48087,3.24,7
Ford,E-Transit,2025,Standard,63604.01,40,150,81.2,6.78,148,705,676,FWD,5,Hatchback,15.9,1508,4,1,US,Mid-range,36824,3.23,4
BMW,iX,2023,Performance,101590.86,116.4,426,201.3,4.35,174,818,765,RWD,7,Van,78,1688,5,2,Germany,Luxury,73116,3.97,5
Mercedes,GLE EV,2024,Base,62600.82,55.9,179,122,7.46,145,160,205,AWD,5,Van,75.3,1500,3,2,Germany,Mid-range,69358,3.66,7
Mercedes,EQS,2025,Standard,99348.31,48.9,189,54.9,6.79,150,535,532,FWD,7,Coupe,25.6,1578,4,1,Germany,Premium,79812,3.77,7
GM/Chevrolet,Bolt EUV,2021,Base,40119.64,79,282,117.9,6.97,141,451,389,AWD,5,SUV,46.1,1980,5,1,US,Mid-range,25340,3.36,4
Mercedes,EQC,2025,Base,124226.17,74.2,253,77.2,5.89,164,687,619,FWD,5,SUV,63.1,1728,4,2,Germany,Luxury,40173,3.67,8
BMW,i7,2021,Long Range,75380.59,109,366,90.6,4.66,181,482,442,FWD,7,SUV,36.9,2165,4,1,Germany,Premium,62356,3.91,7
GM/Chevrolet,Silverado EV,2026,Premium,68395.01,46,165,142.4,7.05,146,903,784,AWD,7,Coupe,34.1,1500,4,1,US,Premium,27929,3,5
Tesla,Model S,2024,Long Range,156702.49,102.8,353,339.7,5.34,157,1000,867,AWD,7,Sedan,26.1,1500,5,2,US,Luxury,132013,3.89,5
Audi,e-tron,2026,Base,97863.03,41.7,166,140.5,6.81,145,693,607,AWD,7,Coupe,35.1,1509,5,1,Germany,Premium,24216,3.41,7
Mercedes,EQS,2025,Long Range,183986.43,100.6,365,124.5,4.04,193,1000,849,FWD,5,Hatchback,25.9,1663,5,1,Germany,Luxury,50432,4.09,5
Tesla,Cybertruck,2025,Performance,56352.74,82.9,297,312.4,2.74,200,305,299,AWD,7,Truck,63.9,2480,4,3,US,Mid-range,197115,3.86,5
Mercedes,EQG,2022,Standard,126403.53,64.9,225,136,7.73,137,706,626,FWD,7,SUV,42.5,2048,4,1,Germany,Luxury,37272,3.78,7
Tesla,Model 3,2023,Premium,67810.93,55.5,175,235.1,5.86,166,470,501,RWD,7,Sedan,30.9,1618,5,2,US,Premium,194039,3.62,4
Tesla,Cybertruck,2024,Standard,101208.82,52.4,172,331.1,6.55,147,744,653,AWD,5,Truck,67,2359,5,2,US,Luxury,248389,3.58,5
Mercedes,EQC,2022,Premium,155446.31,72.7,265,130.3,5.37,175,987,922,FWD,5,Sedan,23.7,1500,5,2,Germany,Luxury,41853,3.77,5
Tesla,Model 3,2020,Long Range,65735.1,91.3,319,237.2,4.55,178,401,349,RWD,5,Coupe,39,1684,3,2,US,Premium,120134,4.09,4
BYD,Seagull,2023,Standard,62912.21,54,188,64.2,7.65,142,724,621,AWD,5,Hatchback,25.4,1783,5,1,China,Mid-range,196923,3.56,3
Kia,Picanto EV,2026,Premium,97174.66,65.2,227,142.1,6.85,140,1000,937,AWD,5,Truck,57.7,2301,4,2,South Korea,Premium,93712,3.12,4
BMW,i5,2025,Base,84667.26,78.3,258,52.5,7.87,141,617,535,AWD,5,Truck,78.2,2318,3,2,Germany,Premium,39763,3.26,6
BMW,iX,2025,Standard,92031.99,74.6,257,115,5.41,166,698,633,FWD,7,Sedan,35.1,1684,5,1,Germany,Premium,29936,3.7,7
Kia,EV6,2024,Base,72870.48,81.7,288,119.2,5.28,174,819,756,RWD,7,Truck,59.5,2444,5,1,South Korea,Premium,68801,3.48,3
Ford,Explorer EV,2025,Premium,66422.79,77.9,263,69.3,7.26,149,730,659,AWD,5,Van,75.9,1938,5,1,US,Premium,56669,3.69,4
Tesla,Cybertruck,2025,Premium,52220.2,69.1,211,249.5,5.55,172,345,283,AWD,5,Truck,68,2532,5,2,US,Mid-range,119997,3.75,5
Kia,EV9,2025,Long Range,93514.06,80.2,278,88,4.93,179,1000,929,FWD,5,SUV,36.1,1814,5,1,South Korea,Premium,120989,3.34,4
Toyota,bZ Compact SUV,2020,Base,30416.52,72.2,257,102.7,6.31,153,150,200,RWD,5,SUV,44.1,2421,4,2,Japan,Budget,15941,3.54,3
BYD,Seagull,2021,Performance,106411.54,95.1,346,156.7,2.82,200,1000,828,RWD,7,Van,78.4,1515,5,1,China,Luxury,180190,3.58,3
BMW,iX,2026,Long Range,81773.51,75.7,277,141.2,4.19,182,629,581,AWD,5,Truck,70.8,2691,5,2,Germany,Premium,38573,3.54,6
Rivian,R1T,2021,Standard,75009.92,69.1,263,61.6,7.15,141,448,384,FWD,4,Truck,53.8,2477,5,1,US,Premium,1899,3.57,4
Tesla,Model S,2025,Standard,67256.69,74.1,249,238.6,6.16,156,471,404,RWD,5,Truck,57.7,2729,5,3,US,Premium,149284,3.76,5
BMW,i4,2023,Base,63735.58,75.4,276,140.1,6.05,154,308,308,FWD,5,Sedan,20.9,1500,5,2,Germany,Mid-range,28907,3.44,7
Tesla,Model Y,2025,Premium,154034.2,80.6,277,349.9,7.02,146,1000,900,RWD,7,Hatchback,36.3,1611,5,2,US,Luxury,428866,3.69,6
GM/Chevrolet,Bolt EUV,2024,Long Range,61730.85,78.6,279,142.9,4.4,183,863,773,FWD,5,Coupe,30.1,1597,5,2,US,Mid-range,10777,3.75,4
Tesla,Model 3,2024,Base,88042.89,46.2,164,328.9,7.69,138,687,636,FWD,5,Sedan,19.7,1735,3,2,US,Premium,108761,3.42,5
BYD,Atto 3,2025,Premium,81058.7,78.3,260,65.7,5.81,160,934,836,AWD,7,Van,66,1569,4,2,China,Premium,230802,3.44,4
BMW,iX,2022,Base,51043.69,76,263,120.6,5.44,172,178,200,RWD,7,Coupe,30.1,1582,4,1,Germany,Mid-range,44259,3.39,8
Tesla,Model Y,2023,Premium,144885.91,67.7,230,249.1,6.26,156,1000,899,AWD,5,Hatchback,39.8,1572,5,2,US,Luxury,416711,3.88,5
Mercedes,EQG,2026,Long Range,124673.1,100.9,347,66.9,4.72,173,758,698,FWD,5,SUV,48.3,1890,5,2,Germany,Luxury,24079,4,5
Fisker,Ronin,2024,Performance,159067.16,109.7,402,212.3,4.15,178,1000,948,RWD,7,Van,62.3,1803,5,1,US,Luxury,23252,3.93,3
GM/Chevrolet,Bolt EV,2026,Premium,67711.2,41.3,150,101.7,5.62,155,886,827,FWD,5,Van,78.6,1868,5,2,US,Premium,15428,3.23,5
Tesla,Model 3,2025,Performance,112635.62,91.1,305,292.5,3.93,195,808,749,RWD,7,Truck,78.6,2220,5,2,US,Luxury,126461,4.14,5
Tesla,Model Y,2026,Long Range,83728.44,82.6,280,333.8,4.82,180,562,518,AWD,7,Hatchback,23.4,1738,4,2,US,Premium,490450,3.83,6
Tesla,Model X,2025,Performance,92160.09,115.6,400,304.6,3.28,200,701,679,AWD,7,Sedan,37.1,1630,4,2,US,Premium,139912,4.17,6
Ford,Mustang Mach-E,2022,Standard,56513.76,52.3,189,87.3,5.42,162,505,476,RWD,5,Truck,63.1,2216,3,1,US,Mid-range,39584,3.23,4
BMW,i3,2025,Standard,69070.75,82,304,92.6,7.54,143,374,366,FWD,5,Van,73.6,1576,4,2,Germany,Premium,73019,3.53,5
Xiaomi,SU7,2024,Base,67624.72,50.5,190,140.3,5.38,168,690,581,RWD,7,Truck,53.3,2209,5,1,China,Premium,26829,3.48,4
Tesla,Model X,2022,Base,53235.86,84.7,305,223.2,5.5,178,364,336,AWD,5,Coupe,37.5,1686,4,2,US,Mid-range,178460,3.67,5
GM/Chevrolet,Bolt EUV,2024,Standard,57065.27,44.6,150,109.7,5.83,167,737,692,FWD,5,SUV,57,2167,5,1,US,Mid-range,24368,3.41,4
BYD,Yuan Plus,2025,Performance,113906.34,84.5,315,213.7,3.12,200,1000,947,RWD,7,Truck,72.1,2485,3,2,China,Luxury,193570,3.68,5
Tesla,Model 3,2024,Performance,171221.67,95.1,329,288.2,3.51,196,1000,933,AWD,5,Van,65.3,1588,5,3,US,Luxury,247330,3.88,4
BMW,i5,2024,Performance,143876.35,81.7,261,227.3,2.98,197,1000,915,AWD,5,Truck,69.1,1841,3,1,Germany,Luxury,37253,3.67,6
BMW,iX,2024,Base,62907.37,84,296,148.1,7.97,134,299,208,RWD,7,SUV,60.3,1899,5,1,Germany,Mid-range,49240,3.56,7
Toyota,bZ Compact SUV,2024,Standard,53125,63.6,233,133.8,6.48,151,545,473,AWD,5,SUV,36.6,1998,4,1,Japan,Mid-range,19789,3.34,4
Tesla,Model S,2025,Long Range,67690.46,92.6,317,349.6,4.45,179,444,423,RWD,5,Hatchback,38,1865,4,2,US,Premium,187975,3.94,4
NIO,EC6,2025,Premium,103197.25,46.4,161,53.2,5.82,163,956,826,RWD,5,Van,68.1,1500,4,2,China,Luxury,20886,3.24,5
BMW,i7,2025,Performance,150935.25,119.6,423,166.7,2.81,200,1000,883,RWD,5,Hatchback,16.4,2027,5,1,Germany,Luxury,49006,3.99,6
Volkswagen,ID. Buzz,2022,Performance,46160.26,117.4,399,235.9,4.37,198,404,347,RWD,5,Coupe,30.1,1500,5,1,Germany,Mid-range,298179,3.96,5
BYD,Seagull,2025,Long Range,32710.87,88.5,321,98.4,4.35,192,307,301,RWD,7,Truck,51.2,2579,5,1,China,Budget,169948,3.62,4
Volkswagen,ID. Aero,2021,Performance,102347.9,83.8,290,157.6,2.82,200,1000,935,RWD,5,SUV,66.5,1990,5,1,Germany,Luxury,251849,3.65,4
Audi,Q4 e-tron,2022,Base,84689.7,69.6,254,113.3,7.48,135,508,487,AWD,5,Van,68.5,1617,5,1,Germany,Premium,55401,3.66,7
Tesla,Model Y,2025,Standard,92379.52,84.7,300,226.8,7.5,130,685,640,RWD,5,Sedan,32.1,1616,4,2,US,Premium,461008,3.78,6
BMW,i7,2020,Premium,84308.51,76.3,242,121.7,6.09,144,645,559,RWD,5,Truck,79.3,2413,5,1,Germany,Premium,53466,3.48,6
Mercedes,EQE,2023,Standard,142019.75,58.7,200,106.5,5.81,166,942,820,FWD,7,Hatchback,20.7,1640,5,2,Germany,Luxury,57178,3.68,7
Fisker,Ronin,2025,Premium,106306.01,80.2,270,52.3,7.48,140,925,853,AWD,7,Van,66.9,1500,5,2,US,Luxury,8757,3.62,4
Tesla,Model Y,2026,Premium,55363.64,49.7,197,219,7.61,138,396,378,AWD,5,SUV,36.2,2157,4,3,US,Mid-range,467657,3.42,5
Mercedes,GLE EV,2025,Premium,111590.33,69.8,216,84.4,6.19,161,639,545,RWD,5,SUV,58,2182,4,2,Germany,Luxury,58457,3.3,8
Ford,F-150 Lightning,2025,Premium,79279.61,59.6,194,95,7.69,139,919,842,RWD,4,Truck,65.7,2810,5,1,US,Premium,67161,3.21,3
Ford,E-Transit,2022,Long Range,44715.21,85,299,82.1,5.1,179,432,411,RWD,7,SUV,54.2,1709,5,1,US,Mid-range,77918,3.48,5
Mercedes,EQC,2026,Long Range,122737.35,76.1,281,88.4,4.92,174,680,583,AWD,7,SUV,44.2,1927,5,1,Germany,Luxury,45500,3.92,6
GM/Chevrolet,Silverado EV,2026,Long Range,75057.34,81.4,277,117.5,5.01,178,1000,939,FWD,5,Truck,67.1,2136,3,2,US,Premium,18197,3.62,4
